Nome;Squadra;Ruolo;Media_Voto;Fantamedia;Quotazione;Partite_Voto
Cand̬;Venezia;D;5.5;5.5;2.0;2
Oyegoke;Verona;D;0.0;0.0;2.0;0
Veiga D.;Lecce;D;0.0;0.0;2.0;0
Brorsson;Monza;D;0.0;0.0;2.0;0
Smolcic I.;Como;D;6.0;6.0;2.0;1
Provstgaard;Lazio;D;0.0;0.0;2.0;0
Salah-Eddine;Roma;D;0.0;0.0;2.0;0
Ilic M.;Bologna;D;0.0;0.0;;0
Corazza;Bologna;D;0.0;0.0;;0
Veroli;Cagliari;D;0.0;0.0;;0
Iovine;Como;D;5.64;5.5;1.0;7
Kovacik;Como;D;0.0;0.0;;0
Sala M.;Lecce;D;5.5;5.25;1.0;4
Cassandro;Como;D;0.0;0.0;;0
Ebuehi;Empoli;D;0.0;0.0;1.0;0
Lucchesi;Venezia;D;0.0;0.0;;0
Kayode;Fiorentina;D;5.5;5.5;;2
Djalo';Juventus;D;0.0;0.0;;0
Casale;Bologna;D;5.57;5.29;1.0;7
Marin R.;Napoli;D;0.0;0.0;1.0;0
Mario Rui;Napoli;D;0.0;0.0;;0
Circati;Parma;D;5.75;5.62;1.0;4
Osorio;Parma;D;5.17;5.17;1.0;3
Di Chiara;Parma;D;0.0;0.0;;0
Sangare' B.;Roma;D;0.0;0.0;1.0;0
Sazonov;Empoli;D;5.0;5.0;1.0;1
Schuurs;Torino;D;0.0;0.0;1.0;0
Ebosse;Udinese;D;5.5;5.25;;2
Okou;Verona;D;0.0;0.0;1.0;0
Frese;Verona;D;5.7;5.7;1.0;5
Sagrado;Venezia;D;5.5;5.33;1.0;3
Rouhi;Juventus;D;5.5;5.5;1.0;3
Pelmard;Lecce;D;5.75;5.5;;2
Norton-Cuffy;Genoa;D;5.5;5.5;1.0;3
Dellavalle;Torino;D;0.0;0.0;;0
Dembele' A.;Torino;D;5.5;5.25;1.0;4
Palestra;Atalanta;D;0.0;0.0;1.0;0
Schingtienne;Venezia;D;4.75;4.5;1.0;2
Moreno M.;Fiorentina;D;5.0;5.0;1.0;1
Bonifazi;Lecce;D;5.25;5.25;;2
Sambia;Empoli;D;6.0;6.0;1.0;1
Florenzi;Milan;D;0.0;0.0;1.0;0
Jack;Como;D;0.0;0.0;1.0;0
Lekovic;Monza;D;4.75;3.75;1.0;2
Tiago Gabriel;Lecce;D;0.0;0.0;1.0;0
Slotsager;Verona;D;0.0;0.0;1.0;0
Scott;Lecce;D;0.0;0.0;1.0;0
Pulisic;Milan;C;6.44;7.61;30.0;18
Orsolini;Bologna;C;6.44;7.94;27.0;16
Zaccagni;Lazio;C;6.35;7.48;27.0;20
Reijnders;Milan;C;6.38;7.38;26.0;21
Barella;Inter;C;6.4;7.08;25.0;20
Zambo Anguissa;Napoli;C;6.52;7.24;24.0;23
McTominay;Napoli;C;6.38;7.12;24.0;20
Neres;Napoli;C;6.47;7.0;23.0;19
Paz N.;Como;C;6.36;7.0;21.0;21
Ndoye;Bologna;C;6.35;6.94;20.0;17
Strefezza;Como;C;6.26;6.72;20.0;23
Frattesi;Inter;C;6.13;7.0;20.0;15
Man;Parma;C;6.05;6.76;20.0;21
Calhanoglu;Inter;C;6.32;7.04;19.0;14
Thuram K.;Juventus;C;6.38;6.82;19.0;20
Adli;Fiorentina;C;6.16;6.76;19.0;19
Nicolussi Caviglia;Venezia;C;6.19;6.74;18.0;21
Weah;Juventus;C;6.37;7.4;18.0;15
El Shaarawy;Roma;C;6.23;6.97;18.0;15
Ederson D.s.;Atalanta;C;6.22;6.5;17.0;23
Samardzic;Atalanta;C;6.2;6.45;17.0;20
Saelemaekers;Roma;C;6.42;7.42;16.0;12
Conceicao;Juventus;C;6.19;6.62;16.0;16
Koopmeiners;Juventus;C;6.02;6.3;15.0;20
Mkhitaryan;Inter;C;6.14;6.43;15.0;21
Zielinski;Inter;C;6.0;6.47;15.0;15
Oristanio;Venezia;C;6.11;6.43;15.0;23
Kone' M.;Roma;C;6.25;6.48;15.0;20
De Roon;Atalanta;C;6.05;6.39;14.0;22
Marin;Cagliari;C;6.06;6.56;14.0;18
McKennie;Juventus;C;6.03;6.44;14.0;17
Dele-Bashiru;Lazio;C;6.18;6.73;14.0;11
Politano;Napoli;C;6.14;6.41;14.0;22
Hernani;Parma;C;6.13;6.7;14.0;15
Sohm;Parma;C;6.04;6.35;14.0;23
Vlasic;Torino;C;6.0;6.47;14.0;17
Fadera;Como;C;6.02;6.26;14.0;21
Brescianini;Atalanta;C;6.19;7.0;14.0;13
Freuler;Bologna;C;6.25;6.23;13.0;22
Tete Morente;Lecce;C;5.92;6.42;13.0;18
Lovric;Udinese;C;6.05;6.36;13.0;22
Ellertsson;Venezia;C;5.98;6.3;13.0;22
Lazovic;Verona;C;5.92;6.22;13.0;20
Anjorin;Empoli;C;6.29;6.41;13.0;17
Zaniolo;Fiorentina;C;6.17;6.58;12.0;12
Fabbian;Bologna;C;6.14;6.54;12.0;14
Ferguson;Bologna;C;6.25;6.75;12.0;6
Gyasi;Empoli;C;5.91;6.13;12.0;23
Frendrup;Genoa;C;6.11;6.32;12.0;22
Miretti;Genoa;C;5.94;6.29;12.0;17
Guendouzi;Lazio;C;6.07;6.22;12.0;23
Paredes;Roma;C;6.27;6.5;12.0;11
Ricci S.;Torino;C;6.13;6.22;12.0;23
Fofana Y.;Milan;C;6.08;6.3;12.0;20
Felici;Cagliari;C;6.0;6.23;11.0;11
Bianco;Monza;C;6.08;6.1;11.0;20
Colpani;Fiorentina;C;5.83;6.1;11.0;21
Locatelli;Juventus;C;6.19;6.12;11.0;21
Cataldi;Fiorentina;C;6.04;6.73;11.0;13
Maldini;Atalanta;C;5.98;6.3;11.0;20
Pellegrini Lo.;Roma;C;5.67;5.97;11.0;18
Gineitis;Torino;C;6.03;6.3;11.0;15
Andersen M.K.;Venezia;C;5.96;6.23;;13
Pisilli;Roma;C;6.03;6.26;11.0;17
Elmas;Torino;C;0.0;0.0;11.0;0
Pasalic;Atalanta;C;5.9;6.08;10.0;20
Da Cunha;Como;C;6.02;6.12;10.0;21
Sottil;Milan;C;6.0;6.22;10.0;16
Douglas Luiz;Juventus;C;5.85;5.77;10.0;13
Gaetano;Cagliari;C;5.97;6.21;10.0;17
Bove;Fiorentina;C;6.29;6.58;10.0;12
Busio;Venezia;C;5.92;6.0;10.0;20
Diao;Como;C;6.2;7.2;10.0;5
Casadei;Torino;C;0.0;0.0;10.0;0
Viola;Cagliari;C;5.84;6.06;9.0;16
Fazzini;Empoli;C;6.33;6.25;9.0;12
Badelj;Genoa;C;6.0;6.11;9.0;18
Rovella;Lazio;C;6.18;6.0;9.0;20
Vecino;Lazio;C;6.17;6.5;9.0;9
Loftus-Cheek;Milan;C;5.96;5.92;9.0;12
Chukwueze;Milan;C;5.88;6.38;9.0;12
Ciurria;Monza;C;5.93;6.43;9.0;7
Lobotka;Napoli;C;6.11;6.08;9.0;19
Cristante;Roma;C;6.0;6.14;9.0;14
Baldanzi;Roma;C;5.96;6.23;9.0;13
Mazzitelli;Como;C;6.0;6.44;;8
Henderson L.;Empoli;C;6.05;6.0;8.0;20
Asllani;Inter;C;6.15;6.25;8.0;10
Bernabe';Parma;C;6.32;6.27;8.0;11
Ilic;Torino;C;6.08;6.21;8.0;12
Engelhardt;Como;C;5.79;5.96;8.0;14
Ekkelenkamp;Udinese;C;5.95;6.03;8.0;19
Amrabat;Fiorentina;C;5.75;5.75;;2
Caqueret;Como;C;5.67;5.5;8.0;3
Cornet;Genoa;C;5.75;6.25;8.0;2
Moro N.;Bologna;C;6.08;6.17;7.0;12
Ramadani;Lecce;C;5.82;5.82;7.0;19
Musah;Milan;C;5.9;5.97;7.0;15
Bondo;Milan;C;5.97;5.84;7.0;19
Kastanos;Verona;C;5.87;6.0;7.0;15
Harroui;Verona;C;5.95;6.4;7.0;10
Coulibaly L.;Lecce;C;5.89;5.84;7.0;22
Hainaut;Parma;C;5.72;5.84;7.0;16
Martins K.;Monza;C;6.25;6.38;7.0;4
Ondrejka;Parma;C;6.0;6.0;7.0;1
Urbanski;Monza;C;5.93;6.21;6.0;7
Adopo;Cagliari;C;5.82;5.78;6.0;20
Mandragora;Fiorentina;C;5.96;6.08;6.0;13
Ikone';Como;C;5.83;5.83;6.0;15
Thorsby;Genoa;C;5.81;5.79;6.0;21
Maleh;Empoli;C;5.89;5.84;6.0;19
Pobega;Bologna;C;5.89;6.17;6.0;9
Payero;Udinese;C;5.89;6.04;6.0;14
Tessmann;Venezia;C;0.0;0.0;;0
Belahyane;Lazio;C;5.84;5.8;6.0;22
Serdar;Verona;C;5.75;5.89;6.0;14
Suslov;Verona;C;5.82;5.7;6.0;20
Zerbin;Venezia;C;5.83;6.83;6.0;3
Perez K.;Venezia;C;5.5;5.5;6.0;1
Karlsson;Lecce;C;5.83;6.06;5.0;9
Deiola;Cagliari;C;5.87;5.83;5.0;15
Makoumbou;Cagliari;C;5.64;5.64;5.0;18
Barak;Fiorentina;C;5.5;5.5;;1
Pessina;Monza;C;6.09;6.0;5.0;11
Camara D.;Parma;C;6.06;5.94;5.0;9
Zalewski;Inter;C;5.85;6.05;5.0;10
Linetty;Torino;C;5.81;5.84;5.0;16
Tameze;Torino;C;5.92;5.85;5.0;13
Duda;Verona;C;5.97;5.83;5.0;15
Karlstrom;Udinese;C;5.82;5.7;5.0;22
Berisha M.;Lecce;C;6.25;6.5;5.0;4
Perrone;Como;C;5.92;5.92;5.0;12
Iling Junior;Bologna;C;6.0;6.75;;4
Yeboah J.;Venezia;C;5.83;5.77;5.0;15
Atta;Udinese;C;5.9;5.8;5.0;10
Onana J.;Genoa;C;0.0;0.0;5.0;0
Grassi;Empoli;C;5.93;5.75;4.0;14
Messias;Genoa;C;6.08;6.08;4.0;6
Tchaouna;Lazio;C;5.64;5.71;4.0;14
Pierret;Lecce;C;5.75;5.69;4.0;18
Rafia;Lecce;C;5.79;5.68;4.0;17
Bennacer;Milan;C;5.83;5.67;;6
Richardson;Fiorentina;C;5.8;5.7;4.0;15
Keita M.;Parma;C;5.54;5.39;4.0;14
Masini;Genoa;C;6.17;7.17;4.0;3
Billing;Napoli;C;0.0;0.0;4.0;0
Veiga R.;Juventus;C;6.25;6.25;4.0;2
Ndour;Fiorentina;C;0.0;0.0;4.0;0
Gourna-Douath;Roma;C;0.0;0.0;4.0;0
Aebischer;Bologna;C;5.86;5.86;3.0;7
Malinovskyi;Genoa;C;6.2;6.1;3.0;5
Kostic;Juventus;C;0.0;0.0;;0
Fagioli;Fiorentina;C;5.7;5.5;3.0;10
Kaba;Lecce;C;5.83;5.75;3.0;6
Cajuste;Napoli;C;0.0;0.0;;0
Folorunsho;Fiorentina;C;6.0;5.8;3.0;5
Le Fee;Roma;C;6.0;5.9;;5
Zarraga;Udinese;C;5.82;5.82;3.0;11
Duncan;Venezia;C;5.77;5.73;3.0;11
Doumbia I.;Venezia;C;5.78;5.78;3.0;9
Helgason;Lecce;C;6.17;6.5;3.0;3
Rui Modesto;Udinese;C;6.0;6.0;3.0;4
Gilmour;Napoli;C;5.92;5.92;3.0;6
Ibrahimovic A.;Lazio;C;0.0;0.0;3.0;0
Alli;Como;C;0.0;0.0;3.0;0
Bernede;Verona;C;0.0;0.0;3.0;0
Prati;Cagliari;C;5.75;5.62;2.0;4
Braunoder;Como;C;5.12;4.75;2.0;4
Verdi;Como;C;5.75;5.62;;4
Haas;Empoli;C;6.08;6.0;2.0;6
Bohinen;Genoa;C;5.0;5.0;;2
Akpa Akpro;Monza;C;5.5;5.25;2.0;4
Castrovilli;Monza;C;5.75;5.75;2.0;4
Oudin;Lecce;C;5.58;5.5;;6
Machin;Monza;C;0.0;0.0;;0
Vignato S.;Monza;C;5.72;5.72;2.0;9
Crnigoj;Venezia;C;5.9;5.9;2.0;5
Bjarkason;Venezia;C;5.75;5.5;2.0;2
Dani Silva;Verona;C;5.33;5.25;;6
Mitrovic S.;Verona;C;0.0;0.0;;0
Zurkowski;Empoli;C;5.5;5.5;2.0;1
Buchanan T.;Inter;C;5.83;5.83;;3
Sensi;Monza;C;5.75;5.75;2.0;4
Kasa;Genoa;C;6.0;6.0;2.0;1
Pereiro;Genoa;C;6.0;6.0;;1
Niasse;Verona;C;5.5;5.0;2.0;1
Sulemana I.;Atalanta;C;6.0;6.0;1.0;1
El Azzouzi;Bologna;C;0.0;0.0;1.0;0
Jankto;Cagliari;C;0.0;0.0;1.0;0
Abildgaard;Como;C;0.0;0.0;;0
Baselli;Como;C;6.0;6.0;1.0;1
Bellemo;Como;C;0.0;0.0;;0
Kone B.;Como;C;6.0;6.0;;1
Belardinelli;Empoli;C;0.0;0.0;;0
Degli Innocenti;Empoli;C;0.0;0.0;;0
Listkowski;Lecce;C;0.0;0.0;;0
Marchwinski;Lecce;C;0.0;0.0;1.0;0
Zeroli;Monza;C;0.0;0.0;1.0;0
Gagliardini;Monza;C;5.5;5.33;1.0;3
Valoti;Monza;C;6.0;5.5;;1
Forson O.;Monza;C;5.5;5.5;1.0;2
Cyprien;Parma;C;5.75;5.75;;2
Estevez;Parma;C;5.75;5.58;1.0;6
Jajalo;Venezia;C;0.0;0.0;;0
Lella;Venezia;C;0.0;0.0;;0
Adzic;Juventus;C;6.0;6.0;1.0;1
Liberali;Milan;C;6.0;6.0;1.0;1
El Haddad;Venezia;C;0.0;0.0;1.0;0
Cassa;Atalanta;C;0.0;0.0;1.0;0
